n	tQuick	tHeap
29501	0.20066118240356445	0.02530646324157715
29601	0.19649910926818848	0.027240276336669922
29701	0.19550490379333496	0.02528977394104004
29801	0.20485925674438477	0.024209022521972656
29901	0.1965346336364746	0.02370738983154297
30001	0.21307897567749023	0.02456974983215332
30101	0.20147705078125	0.025540590286254883
30201	0.20707440376281738	0.024636268615722656
30301	0.21118640899658203	0.024666786193847656
30401	0.20496177673339844	0.025775432586669922
30501	0.2067883014678955	0.0217897891998291
30601	0.20500707626342773	0.025953292846679688
30701	0.2047865390777588	0.026623249053955078
30801	0.20090484619140625	0.030848026275634766
30901	0.21052813529968262	0.026876211166381836
31001	0.2061905860900879	0.026686429977416992
31101	0.21232175827026367	0.02443218231201172
31201	0.20891141891479492	0.02433156967163086
31301	0.2058570384979248	0.02712845802307129
31401	0.21524572372436523	0.025275230407714844
31501	0.2126755714416504	0.026863813400268555
31601	0.22231531143188477	0.027271747589111328
31701	0.2111375331878662	0.02763199806213379
31801	0.21727228164672852	0.02712416648864746
31901	0.21280336380004883	0.02551746368408203
32001	0.22728586196899414	0.02772665023803711
32101	0.21191692352294922	0.027582168579101562
32201	0.2178652286529541	0.026886463165283203
32301	0.2260427474975586	0.02702927589416504
32401	0.22100281715393066	0.026591777801513672
32501	0.25394248962402344	0.028616666793823242
32601	0.22179436683654785	0.027799129486083984
32701	0.21918725967407227	0.026300668716430664
32801	0.22475314140319824	0.026648759841918945
32901	0.22562217712402344	0.02942371368408203
33001	0.24582719802856445	0.02970600128173828
33101	0.22292232513427734	0.028423070907592773
33201	0.22289538383483887	0.028734922409057617
33301	0.22746610641479492	0.02580094337463379
33401	0.22787690162658691	0.027851343154907227
33501	0.24188852310180664	0.02847766876220703
33601	0.2245039939880371	0.026891708374023438
33701	0.23750662803649902	0.02942037582397461
33801	0.22193312644958496	0.02890920639038086
33901	0.22706270217895508	0.02707386016845703
34001	0.23569059371948242	0.028515100479125977
34101	0.23235368728637695	0.02870464324951172
34201	0.23785018920898438	0.02683734893798828
34301	0.23946523666381836	0.02843785285949707
34401	0.23497581481933594	0.02899765968322754
34501	0.22677397727966309	0.03198552131652832
34601	0.23846840858459473	0.031134843826293945
34701	0.22924160957336426	0.027181625366210938
34801	0.2329392433166504	0.029954910278320312
34901	0.2396700382232666	0.027002573013305664
35001	0.24602937698364258	0.029898881912231445
35101	0.24071526527404785	0.028290271759033203
35201	0.23923087120056152	0.030605316162109375
35301	0.26271963119506836	0.029846668243408203
35401	0.2499091625213623	0.032453298568725586
35501	0.2581667900085449	0.028699874877929688
35601	0.24503755569458008	0.029694080352783203
35701	0.28583788871765137	0.03174304962158203
35801	0.24486064910888672	0.031072139739990234
35901	0.24325037002563477	0.031161785125732422
36001	0.25261998176574707	0.032483816146850586
36101	0.24526405334472656	0.03760051727294922
36201	0.2485065460205078	0.028176546096801758
36301	0.25635719299316406	0.031133651733398438
36401	0.25052332878112793	0.0299074649810791
36501	0.25116395950317383	0.03180432319641113
36601	0.24663805961608887	0.03238844871520996
36701	0.24927091598510742	0.03206348419189453
36801	0.2515726089477539	0.02717280387878418
36901	0.25365352630615234	0.032538414001464844
37001	0.26235079765319824	0.03302001953125
37101	0.24811291694641113	0.03323674201965332
37201	0.2541012763977051	0.030946731567382812
37301	0.2671546936035156	0.0331883430480957
37401	0.26232147216796875	0.032201528549194336
37501	0.25727248191833496	0.030644655227661133
37601	0.2715597152709961	0.03267335891723633
37701	0.26845836639404297	0.03415870666503906
37801	0.26576924324035645	0.03224372863769531
37901	0.27219414710998535	0.032074689865112305
38001	0.2619750499725342	0.03210735321044922
38101	0.2670407295227051	0.03375577926635742
38201	0.2622368335723877	0.03340888023376465
38301	0.26251959800720215	0.02777552604675293
38401	0.26123642921447754	0.03396773338317871
38501	0.2653055191040039	0.0399317741394043
38601	0.2779366970062256	0.03403902053833008
38701	0.27049756050109863	0.03209233283996582
38801	0.2730855941772461	0.03377079963684082
38901	0.27564191818237305	0.035590171813964844
39001	0.2764716148376465	0.03180289268493652
39101	0.2758364677429199	0.03092050552368164
39201	0.2704927921295166	0.03410148620605469
39301	0.28203392028808594	0.036800384521484375
39401	0.28440403938293457	0.033892154693603516
39501	0.27873969078063965	0.03392219543457031
39601	0.2840712070465088	0.03978109359741211
39701	0.28063178062438965	0.035671234130859375
39801	0.3183574676513672	0.03458690643310547
39901	0.28414106369018555	0.03420448303222656
40001	0.2984912395477295	0.03528571128845215
40101	0.2888016700744629	0.034528255462646484
40201	0.2909853458404541	0.035372018814086914
40301	0.28244924545288086	0.03646278381347656
40401	0.2980647087097168	0.03515291213989258
40501	0.2911703586578369	0.03467416763305664
40601	0.31183862686157227	0.03399157524108887
40701	0.3330037593841553	0.03563690185546875
40801	0.30016016960144043	0.0359036922454834
40901	0.30379557609558105	0.03494739532470703
41001	0.2817726135253906	0.03498959541320801
41101	0.29572081565856934	0.03429365158081055
41201	0.2955327033996582	0.037520647048950195
41301	0.3179969787597656	0.03805661201477051
41401	0.30682826042175293	0.03444480895996094
41501	0.3038489818572998	0.03567624092102051
41601	0.3136923313140869	0.03625345230102539
41701	0.30612802505493164	0.03604459762573242
41801	0.3049130439758301	0.03584599494934082
41901	0.32112765312194824	0.04405546188354492
42001	0.33907270431518555	0.041480302810668945
42101	0.36367321014404297	0.03801727294921875
42201	0.3156003952026367	0.0365445613861084
42301	0.3248438835144043	0.04471921920776367
42401	0.34401726722717285	0.04689502716064453
42501	0.36142921447753906	0.03794527053833008
42601	0.35965919494628906	0.03799104690551758
42701	0.3307783603668213	0.03638625144958496
42801	0.3328728675842285	0.03800559043884277
42901	0.3138144016265869	0.04027247428894043
43001	0.3371734619140625	0.034497976303100586
43101	0.3587522506713867	0.06518220901489258
43201	0.3709578514099121	0.04399514198303223
43301	0.3316984176635742	0.0473325252532959
43401	0.39443039894104004	0.0385594367980957
43501	0.32788705825805664	0.03632664680480957
43601	0.3634052276611328	0.03766584396362305
43701	0.36548614501953125	0.03864479064941406
43801	0.35512828826904297	0.040812015533447266
43901	0.3344142436981201	0.05209493637084961
44001	0.3390974998474121	0.0365755558013916
44101	0.3245675563812256	0.0431973934173584
44201	0.3323831558227539	0.04374504089355469
44301	0.333559513092041	0.0494997501373291
44401	0.3627591133117676	0.03971052169799805
44501	0.32842135429382324	0.03850364685058594
44601	0.3233206272125244	0.0391230583190918
44701	0.33074212074279785	0.03867626190185547
44801	0.3236660957336426	0.03930807113647461
44901	0.3334949016571045	0.03857421875
45001	0.32639408111572266	0.04058670997619629
45101	0.34244608879089355	0.0381617546081543
45201	0.3280811309814453	0.037888288497924805
45301	0.382434606552124	0.04123401641845703
45401	0.3493232727050781	0.03933095932006836
45501	0.3431551456451416	0.036797523498535156
45601	0.3491857051849365	0.05544090270996094
45701	0.32895874977111816	0.03718137741088867
45801	0.3306541442871094	0.03858637809753418
45901	0.34221410751342773	0.0407717227935791
46001	0.3340933322906494	0.04032444953918457
46101	0.3444523811340332	0.03953719139099121
46201	0.3413503170013428	0.03721213340759277
46301	0.34272027015686035	0.03659486770629883
46401	0.34158778190612793	0.03959345817565918
46501	0.3589484691619873	0.039340972900390625
46601	0.3446528911590576	0.04001259803771973
46701	0.4009077548980713	0.03997635841369629
46801	0.3517580032348633	0.03974723815917969
46901	0.3624868392944336	0.04012489318847656
47001	0.3495049476623535	0.03989720344543457
47101	0.3418459892272949	0.04091477394104004
47201	0.3717043399810791	0.04094266891479492
47301	0.3683180809020996	0.0398256778717041
47401	0.3442568778991699	0.039862632751464844
47501	0.3601682186126709	0.03995776176452637
47601	0.36128950119018555	0.04187369346618652
47701	0.35104894638061523	0.039058685302734375
47801	0.36454343795776367	0.040912628173828125
47901	0.35701799392700195	0.04035210609436035
48001	0.3629488945007324	0.04120445251464844
48101	0.40781378746032715	0.04070162773132324
48201	0.34948182106018066	0.04147458076477051
48301	0.36840295791625977	0.04101204872131348
48401	0.3650550842285156	0.047806739807128906
48501	0.3662099838256836	0.041588783264160156
48601	0.3560938835144043	0.041975975036621094
48701	0.3591420650482178	0.04172945022583008
48801	0.36689209938049316	0.04291367530822754
48901	0.38333678245544434	0.041776418685913086
49001	0.38640475273132324	0.04337644577026367
49101	0.3797743320465088	0.04898214340209961
49201	0.41075944900512695	0.051036834716796875
49301	0.42210960388183594	0.04492044448852539
49401	0.37734556198120117	0.04201507568359375
49501	0.3908872604370117	0.0427396297454834
49601	0.4445481300354004	0.0436711311340332
49701	0.44151759147644043	0.04815554618835449
49801	0.4039328098297119	0.0430295467376709
49901	0.46372556686401367	0.04888725280761719
50001	0.44582653045654297	0.04608750343322754
50101	0.41296887397766113	0.043555498123168945
50201	0.41774678230285645	0.04658651351928711
50301	0.42388057708740234	0.046553611755371094
50401	0.41448545455932617	0.044295549392700195
50501	0.39005136489868164	0.04251718521118164
50601	0.39148831367492676	0.043611764907836914
50701	0.3950765132904053	0.042919158935546875
50801	0.40850067138671875	0.04434919357299805
50901	0.3914656639099121	0.04249215126037598
51001	0.4074745178222656	0.05051398277282715
51101	0.39667177200317383	0.044145822525024414
51201	0.39712071418762207	0.043457746505737305
51301	0.4054138660430908	0.04398083686828613
51401	0.4006028175354004	0.04521536827087402
51501	0.42559266090393066	0.05802178382873535
51601	0.42787647247314453	0.046195268630981445
51701	0.4028036594390869	0.04554343223571777
51801	0.4199051856994629	0.04651522636413574
51901	0.43649840354919434	0.043985605239868164
52001	0.4092063903808594	0.0466771125793457
52101	0.4688582420349121	0.04818415641784668
52201	0.43085622787475586	0.04615187644958496
52301	0.40764904022216797	0.047782182693481445
52401	0.45677852630615234	0.047121286392211914
52501	0.4858980178833008	0.07622456550598145
52601	0.48679256439208984	0.04830002784729004
52701	0.514218807220459	0.06157350540161133
52801	0.5093648433685303	0.05236387252807617
52901	0.50343918800354	0.04886007308959961
53001	0.4699699878692627	0.04983997344970703
53101	0.5447587966918945	0.06508803367614746
53201	0.49643492698669434	0.045671701431274414
53301	0.48302769660949707	0.04749011993408203
53401	0.4892451763153076	0.05498957633972168
53501	0.48883485794067383	0.048213958740234375
53601	0.4579935073852539	0.05500173568725586
53701	0.5062351226806641	0.05319547653198242
53801	0.467301607131958	0.059180498123168945
53901	0.47681522369384766	0.04983043670654297
54001	0.42504239082336426	0.04635047912597656
54101	0.413341760635376	0.046845436096191406
54201	0.428189754486084	0.04774069786071777
54301	0.4224364757537842	0.0506291389465332
54401	0.43305468559265137	0.04763603210449219
54501	0.408947229385376	0.046559810638427734
54601	0.44939279556274414	0.061219215393066406
54701	0.5186498165130615	0.050153255462646484
54801	0.4741697311401367	0.06762433052062988
54901	0.4314115047454834	0.046929121017456055
55001	0.4385392665863037	0.06866312026977539
55101	0.4198148250579834	0.05951094627380371
55201	0.4601614475250244	0.0486905574798584
55301	0.4358994960784912	0.04482722282409668
55401	0.4267752170562744	0.04895973205566406
55501	0.4214804172515869	0.04842257499694824
55601	0.4350767135620117	0.05106949806213379
55701	0.4406702518463135	0.04980039596557617
55801	0.4448726177215576	0.05126452445983887
55901	0.4250218868255615	0.04814577102661133
56001	0.4451479911804199	0.04918861389160156
56101	0.4391484260559082	0.04744219779968262
56201	0.44043993949890137	0.04901838302612305
56301	0.4297044277191162	0.04877519607543945
56401	0.440441370010376	0.04807591438293457
56501	0.44542717933654785	0.04663801193237305
56601	0.4427645206451416	0.051275014877319336
56701	0.5318124294281006	0.05065488815307617
56801	0.4504408836364746	0.05163717269897461
56901	0.43306398391723633	0.050194501876831055
57001	0.4370849132537842	0.05098605155944824
57101	0.44747138023376465	0.049463510513305664
57201	0.4462399482727051	0.051053524017333984
57301	0.44525647163391113	0.04893088340759277
57401	0.43832850456237793	0.05125737190246582
57501	0.4402894973754883	0.05350947380065918
57601	0.47266292572021484	0.05570244789123535
57701	0.47445201873779297	0.050243377685546875
57801	0.45735812187194824	0.05023765563964844
57901	0.4374809265136719	0.050293684005737305
58001	0.44895339012145996	0.04845237731933594
58101	0.45421457290649414	0.05170464515686035
58201	0.4616129398345947	0.050215721130371094
58301	0.44945240020751953	0.05128955841064453
58401	0.4623243808746338	0.0491328239440918
58501	0.458939790725708	0.05121302604675293
58601	0.45873498916625977	0.0491335391998291
58701	0.4598667621612549	0.049835205078125
58801	0.4726083278656006	0.05079531669616699
58901	0.4565160274505615	0.05090475082397461
59001	0.464489221572876	0.04987740516662598
59101	0.48270320892333984	0.051575422286987305
59201	0.45949554443359375	0.05170416831970215
59301	0.47929930686950684	0.05120730400085449
59401	0.4760313034057617	0.05291247367858887
59501	0.476287841796875	0.05049395561218262
59601	0.46123385429382324	0.061762094497680664
59701	0.4854722023010254	0.05008578300476074
59801	0.47287845611572266	0.04991912841796875
59901	0.46436405181884766	0.05158209800720215
60001	0.5068821907043457	0.05890154838562012
60101	0.4631223678588867	0.05069112777709961
60201	0.46758270263671875	0.051180362701416016
60301	0.47122836112976074	0.05025911331176758
60401	0.46747851371765137	0.05463552474975586
60501	0.4972074031829834	0.051299333572387695
60601	0.4980759620666504	0.0507967472076416
60701	0.49205660820007324	0.05549001693725586
60801	0.486569881439209	0.05330920219421387
60901	0.4968862533569336	0.051123619079589844
61001	0.484619140625	0.05110478401184082
61101	0.4738767147064209	0.05392861366271973
61201	0.4798729419708252	0.0563969612121582
61301	0.48369812965393066	0.05134701728820801
61401	0.474700927734375	0.05213427543640137
61501	0.4810981750488281	0.052562713623046875
61601	0.47303152084350586	0.058945417404174805
61701	0.4844214916229248	0.051825523376464844
61801	0.4905416965484619	0.05247211456298828
61901	0.5171773433685303	0.05146956443786621
62001	0.48877930641174316	0.05547833442687988
62101	0.5037276744842529	0.05204510688781738
62201	0.5033655166625977	0.054323434829711914
62301	0.5018951892852783	0.05405879020690918
62401	0.4925868511199951	0.05551338195800781
62501	0.49370598793029785	0.05393815040588379
62601	0.5155658721923828	0.05284905433654785
62701	0.5017390251159668	0.05326986312866211
62801	0.5229988098144531	0.05523347854614258
62901	0.5043046474456787	0.05432915687561035
63001	0.5006449222564697	0.0537261962890625
63101	0.5081338882446289	0.05366086959838867
63201	0.5082395076751709	0.05608963966369629
63301	0.5003204345703125	0.05346035957336426
63401	0.5062222480773926	0.05366921424865723
63501	0.5097100734710693	0.05418062210083008
63601	0.53110671043396	0.0538938045501709
63701	0.5054950714111328	0.053192853927612305
63801	0.518970251083374	0.05616927146911621
63901	0.5279045104980469	0.05444645881652832
64001	0.5096096992492676	0.056819915771484375
64101	0.506309986114502	0.05416440963745117
64201	0.5114619731903076	0.057029008865356445
64301	0.5194330215454102	0.054399728775024414
64401	0.5100934505462646	0.05553627014160156
64501	0.5158779621124268	0.055675506591796875
64601	0.5079960823059082	0.0550844669342041
64701	0.5244717597961426	0.05410122871398926
64801	0.5127749443054199	0.0574641227722168
64901	0.5496976375579834	0.055478572845458984
65001	0.5279054641723633	0.05789804458618164
65101	0.5696170330047607	0.05458521842956543
65201	0.5239531993865967	0.059114933013916016
65301	0.5239362716674805	0.057160139083862305
65401	0.5244207382202148	0.05964994430541992
65501	0.5330672264099121	0.05565190315246582
65601	0.5249011516571045	0.058885812759399414
65701	0.5261874198913574	0.055557966232299805
65801	0.5339624881744385	0.05761885643005371
65901	0.5496277809143066	0.055373430252075195
66001	0.5379502773284912	0.05901646614074707
66101	0.548633337020874	0.05552053451538086
66201	0.5651688575744629	0.06038856506347656
66301	0.559363842010498	0.056456804275512695
